BSEID,NSEID,ISIN,industry,MARKET CAP,q_rank,q_txt,v_rank,v_txt,f_txt,tech_score,tech_txt,score,scoreText,prevScoreText
517536,ONWARDTEC,INE229A01017,Computers - Software & Consulting,Rs 707 Cr (Micro Cap),37,Good,1,Attractive,Positive,-0.17,Mildly Bearish,55.0,Hold,Sell
500336,SURYAROSNI,INE335A01020,Iron & Steel Products,"Rs 7,350 Cr (Mid Cap)",9,Average,-1,Expensive,Positive,0.33,Mildly Bullish,58.0,Hold,Sell
520111,RATNAMANI,INE703B01027,Iron & Steel Products,"Rs 20,187 Cr (Large Cap)",14,Good,1,Expensive,Positive,-0.28,Mildly Bearish,50.0,Hold,Sell
533158,THANGAMAYL,INE085J01014,"Gems, Jewellery And Watches","Rs 5,720 Cr (Mid Cap)",4,Good,-1,Attractive,Positive,0.22,Mildly Bullish,71.0,Buy,Hold
500235,KSL,INE907A01026,Iron & Steel Products,"Rs 3,401 Cr (Small Cap)",17,Average,1,Fair,Positive,-0.33,Mildly Bearish,45.0,Sell,Hold
526662,ARENTERP,INE610C01014,Non - Ferrous Metals,Rs 16 Cr (Micro Cap),-99997,Below Average,-2,Risky,Negative,-0.39,Mildly Bearish,9.0,Strong Sell,Sell
520059,MUNJALAU,INE672B01032,Auto Components & Equipments,Rs 770 Cr (Micro Cap),39,Average,2,Attractive,Negative,-0.44,Mildly Bearish,34.0,Sell,Strong Sell
539042,AGIIL,INE976R01025,Realty,"Rs 2,040 Cr (Small Cap)",28,Average,-2,Very Expensive,Negative,1.11,Bullish,50.0,Hold,Sell
504879,ORIENTCER,INE569C01020,Electrodes & Refractories,Rs 441 Cr (Micro Cap),4,Average,-1,Attractive,Flat,-0.22,Mildly Bearish,42.0,Sell,Strong Sell
520073,RACLGEAR,INE704B01017,Auto Components & Equipments,"Rs 1,033 Cr (Small Cap)",-99997,Average,-2,Fair,Very Negative,0.61,Mildly Bullish,44.0,Sell,Strong Sell
532357,MUKTAARTS,INE374B01019,Media & Entertainment,Rs 183 Cr (Micro Cap),3,Below Average,-2,Risky,Negative,-0.28,Mildly Bearish,9.0,Strong Sell,Sell
532880,OMAXE,INE800H01010,Realty,"Rs 1,726 Cr (Small Cap)",21,Below Average,-1,Risky,Flat,-0.17,Mildly Bearish,23.0,Strong Sell,Sell
532686,KERNEX,INE202H01019,Transport Services,"Rs 2,037 Cr (Small Cap)",-99997,Average,-2,Very Expensive,Outstanding,0.33,Mildly Bullish,68.0,Hold,Sell
500300,GRASIM,INE047A01021,Cement & Cement Products,"Rs 1,81,706 Cr (Large Cap)",1,Average,2,Attractive,Negative,0.39,Mildly Bullish,50.0,Hold,Sell
532939,RPOWER,INE614G01033,Power,"Rs 27,946 Cr (Large Cap)",16,Below Average,1,Expensive,Positive,1.44,Bullish,51.0,Hold,Sell
532051,SWELECTES,INE409B01013,Heavy Electrical Equipment,Rs 908 Cr (Micro Cap),3,Average,2,Attractive,Positive,-0.47,Mildly Bearish,48.0,Sell,Strong Sell
532163,SAREGAMA,INE979A01025,Media & Entertainment,"Rs 10,270 Cr (Mid Cap)",10,Good,0,Very Expensive,Positive,0.78,Mildly Bullish,64.0,Hold,Buy
532730,SGL,INE353H01010,Garments & Apparels,Rs 42 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,-0.33,Mildly Bearish,17.0,Strong Sell,Sell
500226,CONSOFINVT,INE025A01027,Non Banking Financial Company (NBFC),Rs  Cr (Micro Cap),-99997,Below Average,-2,Very Attractive,Very Positive,,Does not qualify,52.0,Hold,Sell
500280,CENTENKA,INE485A01015,Garments & Apparels,"Rs 1,031 Cr (Small Cap)",7,Average,3,Expensive,Negative,-0.83,Mildly Bearish,28.0,Strong Sell,Sell
533193,KECL,INE134B01017,Other Electrical Equipment,Rs 920 Cr (Micro Cap),56,Below Average,-2,Expensive,Negative,-0.06,Sideways,20.0,Strong Sell,Sell
530363,UGARSUGAR,INE071E01023,Sugar,Rs 545 Cr (Micro Cap),15,Average,-1,Attractive,Positive,-0.28,Mildly Bearish,48.0,Sell,Hold
515093,MADHAV,INE925C01016,Diversified consumer products,Rs 42 Cr (Micro Cap),-99997,Below Average,-2,Risky,Negative,-0.11,Mildly Bearish,9.0,Strong Sell,Sell
534312,MTEDUCARE,INE472M01018,Other Consumer Services,Rs 18 Cr (Micro Cap),3,Below Average,-2,Risky,Flat,-0.06,Sideways,23.0,Strong Sell,Sell
521016,ICIL,INE483B01026,Garments & Apparels,"Rs 5,387 Cr (Mid Cap)",13,Good,2,Attractive,Very Negative,-0.78,Mildly Bearish,38.0,Sell,Hold
511196,CANFINHOME,INE477A01020,Housing Finance Company,"Rs 10,594 Cr (Mid Cap)",6,Good,1,Fair,Positive,0.11,Mildly Bullish,68.0,Hold,Sell
500483,TATACOMM,INE151A01013,Telecom - Services,"Rs 48,137 Cr (Large Cap)",2,Good,0,Attractive,Flat,-0.33,Mildly Bearish,50.0,Hold,Strong Sell
534309,NBCC,INE095N01031,Construction,"Rs 32,211 Cr (Large Cap)",2,Good,0,Expensive,Positive,1.11,Bullish,72.0,Buy,Hold
516082,NRAIL,INE740D01017,"Paper, Forest & Jute Products",Rs 529 Cr (Micro Cap),4,Average,0,Attractive,Negative,-0.17,Mildly Bearish,34.0,Sell,Strong Sell
500800,TATACONSUM,INE192A01025,FMCG,"Rs 1,06,264 Cr (Large Cap)",6,Good,1,Very Expensive,Flat,0.61,Mildly Bullish,58.0,Hold,Sell
504286,DELTAMAGNT,INE393A01011,Other Industrial Products,Rs 106 Cr (Micro Cap),-99997,Below Average,-2,Risky,Negative,0,Sideways,14.0,Strong Sell,Sell
532891,PURVA,INE323I01011,Realty,"Rs 6,996 Cr (Mid Cap)",25,Below Average,1,Expensive,Very Negative,0,Sideways,17.0,Strong Sell,Sell
535754,ORIENTCEM,INE876N01018,Cement & Cement Products,"Rs 6,101 Cr (Mid Cap)",15,Average,0,Expensive,Negative,-0.17,Mildly Bearish,28.0,Strong Sell,Sell
517174,HONAUT,INE671A01010,Industrial Manufacturing,"Rs 33,414 Cr (Large Cap)",1,Good,0,Very Expensive,Flat,-0.5,Mildly Bearish,42.0,Sell,Hold
532376,UMIYA-MRO,INE398B01018,Telecom -  Equipment & Accessories,Rs 131 Cr (Micro Cap),-99999,Below Average,-2,Fair,Negative,-0.22,Mildly Bearish,17.0,Strong Sell,Sell
533506,INVENTURE,INE878H01024,Capital Markets,Rs 176 Cr (Micro Cap),-99997,Below Average,-1,Very Attractive,Negative,-0.28,Mildly Bearish,23.0,Strong Sell,Sell
590051,SAKSOFT,INE667G01023,Computers - Software & Consulting,"Rs 2,621 Cr (Small Cap)",50,Average,2,Attractive,Positive,-0.39,Mildly Bearish,48.0,Sell,Hold
512463,LLOYDSENT,INE080I01025,Non - Ferrous Metals,"Rs 9,232 Cr (Mid Cap)",48,Average,-2,Very Expensive,Very Negative,1.5,Bullish,47.0,Sell,Hold
532928,TARIL,INE763I01026,Heavy Electrical Equipment,"Rs 14,884 Cr (Mid Cap)",34,Average,-1,Very Expensive,Outstanding,0.39,Mildly Bullish,68.0,Hold,Buy
500890,MODIRUBBER,INE832A01018,Tyres & Rubber Products,Rs 315 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,0.72,Mildly Bullish,33.0,Sell,Strong Sell
532924,KOLTEPATIL,INE094I01018,Realty,"Rs 3,434 Cr (Small Cap)",5,Below Average,1,Attractive,Outstanding,1,Mildly Bullish,61.0,Hold,Sell
590031,DENORA,INE244A01016,Electrodes & Refractories,Rs 473 Cr (Micro Cap),-99997,Average,-1,Risky,Positive,-0.33,Mildly Bearish,37.0,Sell,Strong Sell
532804,TIIL,INE545H01011,Iron & Steel Products,"Rs 6,634 Cr (Mid Cap)",22,Average,-1,Expensive,Flat,0,Sideways,42.0,Sell,Hold
500041,BANARISUG,INE459A01010,Sugar,"Rs 4,828 Cr (Small Cap)",6,Below Average,-1,Expensive,Flat,0.89,Mildly Bullish,38.0,Sell,Hold
531209,NUCLEUS,INE096B01018,Software Products,"Rs 3,200 Cr (Small Cap)",31,Good,2,Fair,Positive,-0.39,Mildly Bearish,52.0,Hold,Sell
500252,LMW,INE269B01029,Industrial Manufacturing,"Rs 17,651 Cr (Mid Cap)",2,Average,-1,Very Expensive,Very Negative,0.78,Mildly Bullish,40.0,Sell,Strong Sell
527001,ASHAPURMIN,INE348A01023,Minerals & Mining,"Rs 3,728 Cr (Small Cap)",3,Average,-2,Attractive,Flat,1.06,Bullish,65.0,Hold,Sell
532796,LUMAXTECH,INE872H01027,Auto Components & Equipments,"Rs 6,966 Cr (Mid Cap)",21,Good,0,Expensive,Very Positive,1.39,Bullish,78.0,Buy,Strong Buy
530943,SABTNL,INE416A01044,Media & Entertainment,"Rs 1,580 Cr (Small Cap)",-99997,Below Average,-2,Risky,Positive,0.22,Mildly Bullish,39.0,Sell,Strong Sell
530803,BHAGERIA,INE354C01027,Dyes And Pigments,Rs 805 Cr (Micro Cap),4,Average,-1,Very Expensive,Outstanding,-0.06,Sideways,58.0,Hold,Sell
526987,URJA,INE550C01020,Heavy Electrical Equipment,Rs 799 Cr (Micro Cap),18,Below Average,0,Very Expensive,Positive,-0.22,Mildly Bearish,27.0,Strong Sell,Sell
512597,KEYFINSERV,INE681C01015,Non Banking Financial Company (NBFC),Rs 181 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Negative,0.5,Mildly Bullish,36.0,Sell,Strong Sell
500878,CEATLTD,INE482A01020,Tyres & Rubber Products,"Rs 15,172 Cr (Mid Cap)",6,Good,0,Attractive,Flat,0.83,Mildly Bullish,65.0,Hold,Buy
500210,INGERRAND,INE177A01018,"Compressors, Pumps & Diesel Engines","Rs 12,132 Cr (Mid Cap)",5,Excellent,3,Very Expensive,Flat,-0.33,Mildly Bearish,50.0,Hold,Sell
500136,ESTER,INE778B01029,Packaging,"Rs 1,295 Cr (Small Cap)",31,Below Average,-1,Fair,Very Positive,0.11,Mildly Bullish,56.0,Hold,Sell
532507,BAGFILMS,INE116D01028,Media & Entertainment,Rs 144 Cr (Micro Cap),-99997,Average,-2,Attractive,Very Positive,0,Sideways,60.0,Hold,Sell
517344,MINDTECK,INE110B01017,Computers - Software & Consulting,Rs 743 Cr (Micro Cap),60,Average,-2,Fair,Flat,-0.28,Mildly Bearish,40.0,Sell,Hold
505412,WENDT,INE274C01019,Industrial Products,"Rs 1,692 Cr (Small Cap)",3,Good,-1,Very Expensive,Flat,-1,Bearish,37.0,Sell,Strong Sell
505196,TIL,INE806C01018,Automobiles,"Rs 2,385 Cr (Small Cap)",12,Below Average,1,Very Expensive,Very Positive,0.11,Mildly Bullish,48.0,Sell,Strong Sell
530699,RAJRILTD,INE533D01032,Garments & Apparels,"Rs 1,758 Cr (Small Cap)",-99997,Below Average,-2,Expensive,Positive,1.44,Bullish,51.0,Hold,Sell
500027,ATUL,INE100A01010,Specialty Chemicals,"Rs 20,667 Cr (Large Cap)",3,Average,1,Expensive,Positive,0.33,Mildly Bullish,58.0,Hold,Sell
533227,AHLEAST,INE926K01017,Hotels & Resorts,Rs 250 Cr (Micro Cap),21,Average,-1,Very Attractive,Flat,-0.06,Sideways,51.0,Hold,Sell
532864,NELCAST,INE189I01024,Castings & Forgings,"Rs 1,149 Cr (Small Cap)",4,Below Average,1,Attractive,Positive,-0.67,Mildly Bearish,34.0,Sell,Strong Sell
539290,OSWALGREEN,INE143A01010,Non Banking Financial Company (NBFC),"Rs 1,189 Cr (Small Cap)",-99997,Below Average,-2,Very Expensive,Negative,0.22,Mildly Bullish,28.0,Strong Sell,Sell
535789,SAMMAANCAP,INE148I01020,Housing Finance Company,"Rs 10,404 Cr (Mid Cap)",1,Average,1,Very Expensive,Flat,-0.17,Mildly Bearish,35.0,Sell,Strong Sell
500180,HDFCBANK,INE040A01034,Private Sector Bank,"Rs 14,72,378 Cr (Large Cap)",1,Excellent,1,Expensive,Positive,1.33,Bullish,80.0,Strong Buy,Buy
500257,LUPIN,INE326A01037,Pharmaceuticals & Biotechnology,"Rs 91,622 Cr (Large Cap)",22,Average,-1,Attractive,Flat,-0.56,Mildly Bearish,42.0,Sell,Hold
516092,3PLAND,INE105C01023,Non Banking Financial Company (NBFC),Rs 95 Cr (Micro Cap),-99999,Below Average,-2,Very Expensive,Flat,0.11,Mildly Bullish,37.0,Sell,Strong Sell
507815,GILLETTE,INE322A01010,FMCG,"Rs 33,309 Cr (Large Cap)",13,Good,0,Very Expensive,Positive,0.33,Mildly Bullish,54.0,Hold,Sell
532310,SHREERAMA,INE879A01019,Packaging,Rs 612 Cr (Micro Cap),-99997,Below Average,-2,Expensive,Outstanding,1.5,Bullish,63.0,Hold,Sell
500153,GANESHBE,INE388A01029,Oil,Rs 770 Cr (Micro Cap),10,Average,0,Very Attractive,Positive,-1.22,Bearish,46.0,Sell,Hold
500163,GODFRYPHLP,INE260B01028,FMCG,"Rs 42,435 Cr (Large Cap)",3,Good,1,Expensive,Positive,1.22,Bullish,72.0,Buy,Hold
533088,MHRIL,INE998I01010,Hotels & Resorts,"Rs 6,920 Cr (Mid Cap)",1,Below Average,2,Fair,Positive,-0.22,Mildly Bearish,31.0,Sell,Strong Sell
508989,NAVNETEDUL,INE060A01024,Miscellaneous,"Rs 3,182 Cr (Small Cap)",4,Average,1,Attractive,Flat,0.33,Mildly Bullish,58.0,Hold,Sell
526381,PATINTLOG,INE529D01014,Transport Services,Rs 111 Cr (Micro Cap),-99997,Below Average,-2,Fair,Flat,-0.44,Mildly Bearish,26.0,Strong Sell,Sell
500490,BAJAJHLDNG,INE118A01012,Holding Company,"Rs 1,55,989 Cr (Large Cap)",19,Good,-2,Very Expensive,Negative,1.5,Bullish,57.0,Hold,Buy
532296,GLENMARK,INE935A01035,Pharmaceuticals & Biotechnology,"Rs 46,240 Cr (Large Cap)",8,Average,1,Fair,Positive,0.28,Mildly Bullish,61.0,Hold,Sell
500368,PATANJALI,INE619A01035,Edible Oil,"Rs 60,647 Cr (Large Cap)",11,Average,-2,Expensive,Positive,-0.06,Sideways,48.0,Sell,Hold
500520,M&M,INE101A01026,Automobiles,"Rs 3,71,523 Cr (Large Cap)",2,Good,0,Very Attractive,Positive,0.94,Mildly Bullish,74.0,Buy,Hold
539221,SPORTKING,INE885H01029,Garments & Apparels,"Rs 1,416 Cr (Small Cap)",35,Average,-2,Very Attractive,Positive,0.83,Mildly Bullish,67.0,Hold,Sell
532286,JINDALSTEL,INE749A01030,Ferrous Metals,"Rs 94,827 Cr (Large Cap)",20,Good,-1,Attractive,Negative,-0.22,Mildly Bearish,41.0,Sell,Hold
500342,PRUDMOULI,INE024D01016,Sugar,Rs 162 Cr (Micro Cap),-99999,Does not qualify,-99999,Does not qualify,Very Negative,-0.78,Mildly Bearish,0.0,Not Rated,
500253,LICHSGFIN,INE115A01026,Housing Finance Company,"Rs 32,781 Cr (Large Cap)",8,Good,1,Very Attractive,Positive,-0.11,Mildly Bearish,58.0,Hold,Buy
500104,HINDPETRO,INE094A01015,Oil,"Rs 81,251 Cr (Large Cap)",1,Good,2,Very Attractive,Positive,0.56,Mildly Bullish,81.0,Strong Buy,Buy
521194,SILINV,INE923A01015,Holding Company,Rs 635 Cr (Micro Cap),73,Below Average,-2,Very Expensive,Negative,0.56,Mildly Bullish,28.0,Strong Sell,Sell
530355,ASIANENE,INE276G01015,Oil,"Rs 1,376 Cr (Small Cap)",14,Average,2,Expensive,Very Positive,0.11,Mildly Bullish,48.0,Sell,Hold
533106,OIL,INE274J01014,Oil,"Rs 77,752 Cr (Large Cap)",6,Good,1,Attractive,Negative,0.11,Mildly Bullish,57.0,Hold,Sell
533150,GODREJPROP,INE484J01027,Realty,"Rs 71,268 Cr (Large Cap)",18,Below Average,-1,Risky,Very Positive,0.11,Mildly Bullish,44.0,Sell,Strong Sell
500429,UNIENTER,INE037A01022,Miscellaneous,"Rs 1,070 Cr (Small Cap)",-99999,Below Average,-2,Risky,Positive,-0.83,Mildly Bearish,23.0,Strong Sell,Sell
507779,KANPRPLA,INE694E01014,Packaging,Rs 439 Cr (Micro Cap),5,Below Average,-1,Fair,Outstanding,1.5,Bullish,66.0,Hold,Sell
532752,APOLSINHOT,INE451F01024,Hotels & Resorts,Rs  Cr (Micro Cap),13,Average,2,Fair,Negative,-0.94,Mildly Bearish,26.0,Strong Sell,Sell
533030,ASPINWALL,INE991I01015,Diversified,Rs  Cr (Micro Cap),6,Average,2,Very Attractive,Negative,-0.17,Mildly Bearish,37.0,Sell,Hold
532497,RADICO,INE944F01028,Beverages,"Rs 34,357 Cr (Large Cap)",3,Good,0,Very Expensive,Positive,1.5,Bullish,71.0,Buy,Hold
539148,SHIVALIK,INE788J01021,Pesticides & Agrochemicals,Rs 867 Cr (Micro Cap),28,Average,1,Fair,Negative,-1.28,Bearish,26.0,Strong Sell,Sell
533270,BEDMUTHA,INE844K01012,Iron & Steel Products,Rs 509 Cr (Micro Cap),-99997,Below Average,-2,Fair,Flat,-0.83,Mildly Bearish,26.0,Strong Sell,Sell
500116,IDBI,INE008A01015,Private Sector Bank,"Rs 1,03,126 Cr (Large Cap)",18,Average,-1,Fair,Positive,1.11,Bullish,68.0,Hold,Sell
500060,BIRLACABLE,INE800A01015,Telecom -  Equipment & Accessories,Rs 533 Cr (Micro Cap),12,Average,-1,Very Attractive,Negative,-0.61,Mildly Bearish,37.0,Sell,Strong Sell
523704,MASTEK,INE759A01021,Computers - Software & Consulting,"Rs 7,350 Cr (Mid Cap)",26,Good,2,Attractive,Flat,-0.17,Mildly Bearish,50.0,Hold,Sell
514043,HIMATSEIDE,INE049A01027,Garments & Apparels,"Rs 1,808 Cr (Small Cap)",2,Below Average,1,Very Attractive,Positive,-0.89,Mildly Bearish,37.0,Sell,Strong Sell
532797,AUTOIND,INE718H01014,Auto Components & Equipments,Rs 336 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Flat,-0.28,Mildly Bearish,28.0,Strong Sell,Sell
532826,RAJTV,INE952H01027,Media & Entertainment,Rs 234 Cr (Micro Cap),11,Below Average,-2,Risky,Negative,-1.28,Bearish,3.0,Strong Sell,Sell
538961,GENUSPAPER,INE949P01018,"Paper, Forest & Jute Products",Rs 504 Cr (Micro Cap),20,Below Average,-1,Attractive,Flat,-0.28,Mildly Bearish,28.0,Strong Sell,Sell
543238,UTIAMC,INE094J01016,Capital Markets,"Rs 15,863 Cr (Mid Cap)",,Good,,Fair,Negative,0.33,Mildly Bullish,54.0,Hold,Sell
513436,SHAHALLOYS,INE640C01011,Iron & Steel Products,Rs 111 Cr (Micro Cap),-99997,Below Average,-2,Risky,Very Negative,-0.56,Mildly Bearish,6.0,Strong Sell,Sell
532922,EDELWEISS,INE532F01054,Holding Company,"Rs 9,941 Cr (Mid Cap)",48,Average,-1,Expensive,Negative,0.17,Mildly Bullish,44.0,Sell,Strong Sell
500183,HFCL,INE548A01028,Telecom -  Equipment & Accessories,"Rs 12,453 Cr (Mid Cap)",1,Average,1,Expensive,Very Negative,-0.06,Sideways,31.0,Sell,Strong Sell
524348,AARTIDRUGS,INE767A01016,Pharmaceuticals & Biotechnology,"Rs 4,275 Cr (Small Cap)",54,Good,1,Attractive,Positive,-0.22,Mildly Bearish,55.0,Hold,Sell
519260,SANWARIA,INE890C01046,FMCG,Rs 36 Cr (Micro Cap),7,Below Average,0,Risky,Flat,-0.48,Mildly Bearish,17.0,Strong Sell,Sell
531599,FDC,INE258B01022,Pharmaceuticals & Biotechnology,"Rs 7,460 Cr (Mid Cap)",7,Average,1,Expensive,Negative,-0.28,Mildly Bearish,28.0,Strong Sell,Sell
590005,VEEDOL,INE484C01030,Oil,"Rs 2,901 Cr (Small Cap)",2,Average,2,Very Attractive,Positive,-0.33,Mildly Bearish,51.0,Hold,Sell
532514,IGL,INE203G01027,Gas,"Rs 27,314 Cr (Large Cap)",3,Good,-1,Attractive,Flat,-0.22,Mildly Bearish,50.0,Hold,Sell
509079,GUFICBIO,INE742B01025,Pharmaceuticals & Biotechnology,"Rs 3,743 Cr (Small Cap)",49,Good,-1,Very Expensive,Very Negative,-0.17,Mildly Bearish,31.0,Sell,Strong Sell
524370,BODALCHEM,INE338D01028,Dyes And Pigments,Rs 920 Cr (Micro Cap),3,Below Average,1,Attractive,Very Positive,-0.61,Mildly Bearish,40.0,Sell,Hold
534758,CIGNITITEC,INE675C01017,Computers - Software & Consulting,"Rs 4,493 Cr (Small Cap)",44,Good,-1,Fair,Very Positive,0.28,Mildly Bullish,74.0,Buy,Hold
503101,MARATHON,INE182D01020,Realty,"Rs 2,952 Cr (Small Cap)",-99999,Below Average,-2,Very Expensive,Negative,0.17,Mildly Bullish,28.0,Strong Sell,Sell
534675,PROZONER,INE195N01013,Realty,Rs 528 Cr (Micro Cap),39,Below Average,-1,Expensive,Negative,1.39,Bullish,37.0,Sell,Hold
532974,BIRLAMONEY,INE865C01022,Capital Markets,"Rs 1,034 Cr (Small Cap)",77,Average,1,Very Expensive,Negative,0.06,Sideways,32.0,Sell,Strong Sell
532478,UBL,INE686F01025,Beverages,"Rs 53,953 Cr (Large Cap)",2,Average,-1,Very Expensive,Flat,0.67,Mildly Bullish,51.0,Hold,Strong Sell
506655,SUDARSCHEM,INE659A01023,Dyes And Pigments,"Rs 9,737 Cr (Mid Cap)",2,Average,-1,Expensive,Flat,1.61,Bullish,60.0,Hold,Sell
532930,BGRENERGY,INE661I01014,Construction,Rs 767 Cr (Micro Cap),38,Below Average,2,Risky,Very Negative,1.07,Bullish,29.0,Strong Sell,Sell
500126,PGHL,INE199A01012,Pharmaceuticals & Biotechnology,"Rs 9,650 Cr (Mid Cap)",30,Good,-1,Very Expensive,Positive,1.44,Bullish,71.0,Buy,Hold
516022,STARPAPER,INE733A01018,"Paper, Forest & Jute Products",Rs 273 Cr (Micro Cap),14,Average,2,Attractive,Flat,-0.61,Mildly Bearish,42.0,Sell,Strong Sell
523642,PIIND,INE603J01030,Pesticides & Agrochemicals,"Rs 59,217 Cr (Large Cap)",2,Good,0,Very Expensive,Negative,0.17,Mildly Bullish,50.0,Hold,Sell
523457,LINDEINDIA,INE473A01011,Other Chemical products,"Rs 60,722 Cr (Large Cap)",2,Good,-1,Very Expensive,Flat,-0.06,Sideways,48.0,Sell,Hold
539837,RPEL,INE912T01018,Electrodes & Refractories,"Rs 3,214 Cr (Small Cap)",-99999,Average,0,Very Expensive,Very Positive,1.44,Bullish,70.0,Buy,Hold
500193,HLVLTD,INE102A01024,Hotels & Resorts,Rs 930 Cr (Micro Cap),10,Below Average,0,Attractive,Flat,-0.06,Sideways,34.0,Sell,Strong Sell
512573,AVANTIFEED,INE871C01038,FMCG,"Rs 10,161 Cr (Mid Cap)",1,Good,2,Very Attractive,Positive,0.39,Mildly Bullish,74.0,Buy,Strong Buy
534748,STEELXIND,INE503B01021,Iron & Steel Products,"Rs 1,014 Cr (Small Cap)",53,Below Average,-2,Very Attractive,Flat,-0.67,Mildly Bearish,31.0,Sell,Strong Sell
532923,RGL,INE722H01024,"Gems, Jewellery And Watches","Rs 1,323 Cr (Small Cap)",8,Below Average,0,Very Attractive,Flat,-0.39,Mildly Bearish,31.0,Sell,Strong Sell
539978,QUESS,INE615P01015,Diversified Commercial Services,"Rs 4,555 Cr (Small Cap)",8,Average,0,Very Attractive,Flat,-1.11,Bearish,40.0,Sell,Hold
539787,HCG,INE075I01017,Hospital,"Rs 7,556 Cr (Mid Cap)",5,Average,-1,Attractive,Negative,0.78,Mildly Bullish,50.0,Hold,Buy
500650,EXCELINDUS,INE369A01029,Specialty Chemicals,"Rs 1,483 Cr (Small Cap)",8,Average,0,Very Attractive,Flat,0.11,Mildly Bullish,61.0,Hold,Sell
533024,UNITEDPOLY,INE368U01029,Garments & Apparels,Rs  Cr (Micro Cap),-99999,Below Average,-2,Very Expensive,Positive,-0.78,Mildly Bearish,27.0,Strong Sell,Sell
533286,MOIL,INE490G01020,Minerals & Mining,"Rs 7,755 Cr (Mid Cap)",6,Good,2,Very Expensive,Flat,1.28,Bullish,58.0,Hold,Sell
532527,RKFORGE,INE399G01023,Auto Components & Equipments,"Rs 11,704 Cr (Mid Cap)",2,Average,0,Fair,Flat,-0.78,Mildly Bearish,40.0,Sell,Hold
532932,MANAKSIA,INE015D01022,Iron & Steel Products,Rs 488 Cr (Micro Cap),2,Average,3,Fair,Flat,-0.17,Mildly Bearish,40.0,Sell,Strong Sell
505790,SCHAEFFLER,INE513A01022,Auto Components & Equipments,"Rs 63,966 Cr (Large Cap)",3,Excellent,0,Very Expensive,Positive,1.06,Bullish,78.0,Buy,Hold
526521,SANGHIIND,INE999B01013,Cement & Cement Products,"Rs 1,544 Cr (Small Cap)",20,Below Average,0,Risky,Negative,-0.83,Mildly Bearish,9.0,Strong Sell,Sell
532927,ECLERX,INE738I01010,Commercial Services & Supplies,"Rs 17,512 Cr (Mid Cap)",1,Good,1,Fair,Negative,0.22,Mildly Bullish,54.0,Hold,Sell
532805,REDINGTON,INE891D01026,Trading & Distributors,"Rs 23,039 Cr (Large Cap)",1,Excellent,1,Expensive,Flat,1.61,Bullish,74.0,Buy,Hold
507717,DHANUKA,INE435G01025,Pesticides & Agrochemicals,"Rs 7,561 Cr (Mid Cap)",4,Good,1,Expensive,Positive,0.11,Mildly Bullish,65.0,Hold,Sell
539785,PDMJEPAPER,INE865T01018,"Paper, Forest & Jute Products","Rs 1,045 Cr (Small Cap)",18,Average,2,Fair,Negative,-0.06,Sideways,37.0,Sell,Strong Sell
531892,KHANDSE,INE060B01014,Capital Markets,Rs 34 Cr (Micro Cap),-99997,Below Average,-2,Very Expensive,Flat,-0.83,Mildly Bearish,21.0,Strong Sell,Sell
506390,HEUBACHIND,INE492A01029,Dyes And Pigments,"Rs 1,357 Cr (Small Cap)",10,Average,0,Fair,Positive,0.61,Mildly Bullish,61.0,Hold,Buy
533048,TPHQ,INE065J01024,Construction,Rs 80 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Very Negative,-1.33,Bearish,12.0,Strong Sell,Sell
532600,GVPTECH,INE382T01030,Computers - Software & Consulting,Rs  Cr (Micro Cap),-99999,Below Average,3,Risky,Negative,-0.22,Mildly Bearish,9.0,Strong Sell,Sell
540065,RBLBANK,INE976G01028,Private Sector Bank,"Rs 13,451 Cr (Mid Cap)",-99999,Average,-1,Attractive,Negative,1.28,Bullish,57.0,Hold,Sell
540081,SABEVENTS,INE860T01019,Media & Entertainment,Rs 6 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,0.06,Sideways,23.0,Strong Sell,Sell
500219,JISLJALEQS,INE175A01038,Plastic Products - Industrial,"Rs 4,241 Cr (Small Cap)",1,Below Average,-1,Attractive,Flat,0.11,Mildly Bullish,44.0,Sell,Strong Sell
500049,BEL,INE263A01024,Aerospace & Defense,"Rs 2,86,836 Cr (Large Cap)",1,Excellent,0,Very Expensive,Positive,1.61,Bullish,78.0,Buy,Hold
531044,PKTEA,INE431F01018,FMCG,Rs  Cr (Micro Cap),-99997,Average,-2,Very Expensive,Negative,1.33,Bullish,50.0,Hold,Sell
532382,BALAJITELE,INE794B01026,Media & Entertainment,"Rs 1,127 Cr (Small Cap)",8,Below Average,-2,Risky,Very Negative,1.4,Bullish,29.0,Strong Sell,Sell
520119,ASAL,INE900C01027,Auto Components & Equipments,Rs 883 Cr (Micro Cap),-99999,Below Average,-2,Very Expensive,Negative,0.06,Sideways,18.0,Strong Sell,Sell
532754,GMRAIRPORT,INE776C01039,Transport Infrastructure,"Rs 85,654 Cr (Large Cap)",34,Below Average,-1,Risky,Flat,0.33,Mildly Bullish,33.0,Sell,Strong Sell
