BSEID,NSEID,ISIN,industry,MARKET CAP,q_rank,q_txt,v_rank,v_txt,f_txt,tech_score,tech_txt,score,scoreText,prevScoreText
539400,MALLCOM,INE389C01015,Other Industrial Products,Rs 693 Cr (Micro Cap),11,Average,-1,Very Attractive,Flat,-1.22,Bearish,40.0,Sell,Hold
543988,NUVAMA,INE531F01015,Capital Markets,"Rs 26,303 Cr (Large Cap)",,Good,,Very Expensive,Positive,0.44,Mildly Bullish,64.0,Hold,Sell
511254,,INE771Z01015,Non Banking Financial Company (NBFC),Rs  Cr (Micro Cap),-99999,Does not qualify,-99999,Does not qualify,Flat,,Does not qualify,,Not Rated,Not Rated
543950,YATHARTH,INE0JO301016,Hospital,"Rs 4,941 Cr (Small Cap)",,Average,,Fair,Positive,0.36,Mildly Bullish,61.0,Hold,Buy
533096,ADANIPOWER,INE814H01011,Power,"Rs 2,14,292 Cr (Large Cap)",17,Average,-1,Expensive,Negative,-0.22,Mildly Bearish,28.0,Strong Sell,Sell
543994,JSWINFRA,INE880J01026,Transport Infrastructure,"Rs 64,124 Cr (Large Cap)",,Good,,Very Expensive,Very Positive,-0.08,Sideways,60.0,Hold,Sell
532612,INDOCO,INE873D01024,Pharmaceuticals & Biotechnology,"Rs 2,535 Cr (Small Cap)",37,Average,-1,Risky,Very Negative,-0.17,Mildly Bearish,20.0,Strong Sell,Sell
543995,MVGJL,INE0KNT01012,"Gems, Jewellery And Watches","Rs 1,291 Cr (Small Cap)",,Average,,Very Attractive,Positive,0.31,Mildly Bullish,67.0,Hold,Sell
543997,,INE0MIO01019,Other Utilities,Rs 231 Cr (Micro Cap),,Below Average,,Very Expensive,,-0.4,Mildly Bearish,0.0,Not Rated,
543991,,INE0P4P01011,Commercial Services & Supplies,Rs 109 Cr (Micro Cap),,Average,,Very Attractive,,-0.96,Mildly Bearish,0.0,Not Rated,
543985,ZAGGLE,INE07K301024,Computers - Software & Consulting,"Rs 5,989 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,0.03,Sideways,47.0,Sell,Hold
543963,,INE013V01011,Pharmaceuticals & Biotechnology,Rs 48 Cr (Micro Cap),,Below Average,,Very Attractive,,-0.56,Mildly Bearish,0.0,Not Rated,
543998,VALIANTLAB,INE0JWS01017,Pharmaceuticals & Biotechnology,Rs 469 Cr (Micro Cap),,Below Average,,Risky,Positive,-0.14,Mildly Bearish,23.0,Strong Sell,Sell
517238,,INE083E01010,Diversified Commercial Services,Rs 99 Cr (Micro Cap),-99999,Below Average,-2,Very Expensive,Flat,-0.93,Mildly Bearish,21.0,Strong Sell,Sell
543984,SAMHI,INE08U801020,Hotels & Resorts,"Rs 4,625 Cr (Small Cap)",,Below Average,,Very Expensive,Very Positive,0.58,Mildly Bullish,48.0,Sell,Hold
513456,,INE791E01018,Iron & Steel Products,Rs 111 Cr (Micro Cap),-99997,Average,-2,Attractive,Positive,1.4,Bullish,64.0,Hold,Buy
534091,MCX,INE745G01035,Capital Markets,"Rs 37,424 Cr (Large Cap)",14,Good,-1,Very Expensive,Positive,1.61,Bullish,71.0,Buy,Hold
543989,KALAMANDIR,INE438K01021,Garments & Apparels,"Rs 2,110 Cr (Small Cap)",,Good,,Very Attractive,Flat,-0.36,Mildly Bearish,52.0,Hold,Sell
543992,YATRA,INE0JR601024,"Tour, Travel Related Services","Rs 1,519 Cr (Small Cap)",,Below Average,,Expensive,Outstanding,-0.17,Mildly Bearish,40.0,Sell,Hold
543979,,INE04T901017,Packaging,Rs 19 Cr (Micro Cap),,Below Average,,Expensive,,-0.33,Mildly Bearish,0.0,Not Rated,
543990,SIGNATURE,INE903U01023,Realty,"Rs 17,658 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,0.33,Mildly Bullish,52.0,Hold,Sell
544004,IRMENERGY,INE07U701015,Gas,"Rs 1,246 Cr (Small Cap)",,Average,,Very Expensive,Negative,-0.19,Mildly Bearish,32.0,Sell,Strong Sell
544002,,INE0PA601017,Garments & Apparels,Rs 19 Cr (Micro Cap),,Below Average,,Fair,,1.36,Bullish,0.0,Not Rated,
544000,,INE0M7501019,Other Agricultural Products,Rs 40 Cr (Micro Cap),,Below Average,,Risky,,,Does not qualify,0.0,Not Rated,
543977,RISHABH,INE0N2P01017,Other Electrical Equipment,"Rs 1,141 Cr (Small Cap)",,Average,,Expensive,Flat,-0.19,Mildly Bearish,37.0,Sell,Strong Sell
544003,PLAZACABLE,INE0INJ01017,Cables - Electricals,Rs 271 Cr (Micro Cap),,Below Average,,Fair,Positive,0.08,Sideways,37.0,Sell,Strong Sell
543952,NIITMTS,INE342G01023,Other Consumer Services,"Rs 4,823 Cr (Small Cap)",,Good,,Very Attractive,Negative,-1.08,Bearish,38.0,Sell,Hold
524735,HIKAL,INE475B01022,Pharmaceuticals & Biotechnology,"Rs 4,609 Cr (Small Cap)",33,Average,0,Attractive,Very Positive,0.5,Mildly Bullish,70.0,Buy,Hold
544001,,INE0Q1S01010,Industrial Manufacturing,Rs 457 Cr (Micro Cap),,Good,,Very Expensive,,0.38,Mildly Bullish,0.0,Not Rated,
533552,RUPA,INE895B01021,Garments & Apparels,"Rs 1,670 Cr (Small Cap)",6,Average,0,Attractive,Positive,-0.39,Mildly Bearish,48.0,Sell,Hold
543981,RRKABEL,INE777K01022,Cables - Electricals,"Rs 16,305 Cr (Mid Cap)",,Good,,Fair,Positive,-0.44,Mildly Bearish,52.0,Hold,Sell
520155,ABGHEAVY,INE580C01019,Transport Infrastructure,Rs 116 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,1,Mildly Bullish,33.0,Sell,Strong Sell
503635,,INE315N01017,Non Banking Financial Company (NBFC),Rs 10 Cr (Micro Cap),-99999,Does not qualify,-99999,Does not qualify,Very Positive,,Does not qualify,,Not Rated,Not Rated
544013,,INE0OH401016,Hospital,Rs 30 Cr (Micro Cap),,Below Average,,Risky,,0.11,Mildly Bullish,0.0,Not Rated,
544023,,INE0N6U01018,Industrial Manufacturing,Rs 335 Cr (Micro Cap),,Good,,Attractive,,0.11,Mildly Bullish,0.0,Not Rated,
544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,"Rs 15,762 Cr (Mid Cap)",,Good,,Very Expensive,Outstanding,1.19,Bullish,82.0,Strong Buy,Buy
543982,,INE0OYE01013,Other Industrial Products,Rs 431 Cr (Micro Cap),,Good,,Very Expensive,,-0.11,Mildly Bearish,0.0,Not Rated,
543945,NETWEB,INE0NT901020,Computers - Software & Consulting,"Rs 11,526 Cr (Mid Cap)",,Excellent,,Very Expensive,Very Positive,-0.28,Mildly Bearish,61.0,Hold,Buy
500003,AEGISLOG,INE208C01025,Gas,"Rs 28,378 Cr (Large Cap)",1,Good,0,Very Expensive,Negative,0.61,Mildly Bullish,50.0,Hold,Sell
524564,,INE052E01015,Commodity Chemicals,Rs 61 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,1.27,Bullish,40.0,Sell,Strong Sell
544022,ASKAUTOLTD,INE491J01022,Auto Components & Equipments,"Rs 8,925 Cr (Mid Cap)",,Good,,Expensive,Flat,0.22,Mildly Bullish,50.0,Hold,Sell
543974,VPRPL,INE0AE001013,Construction,"Rs 2,133 Cr (Small Cap)",,Average,,Attractive,Very Negative,-0.89,Mildly Bearish,31.0,Sell,Hold
544028,TATATECH,INE142M01025,Computers - Software & Consulting,"Rs 30,733 Cr (Large Cap)",,Good,,Very Expensive,Flat,-0.25,Mildly Bearish,42.0,Sell,Hold
544008,MAXESTATES,INE03EI01018,Realty,"Rs 8,244 Cr (Mid Cap)",,Average,,Very Expensive,Positive,0.03,Sideways,47.0,Sell,Strong Sell
523537,,INE170D01025,Garments & Apparels,Rs 80 Cr (Micro Cap),58,Below Average,-1,Risky,Negative,-0.53,Mildly Bearish,9.0,Strong Sell,Sell
544026,IREDA,INE202E01016,Finance,"Rs 46,727 Cr (Large Cap)",,Average,,Very Expensive,Positive,-0.17,Mildly Bearish,41.0,Sell,Hold
544012,CELLO,INE0LMW01024,Electronics & Appliances,"Rs 13,360 Cr (Mid Cap)",,Good,,Very Expensive,Flat,-0.08,Sideways,42.0,Sell,Hold
544015,,INE0QI101019,Garments & Apparels,Rs 25 Cr (Micro Cap),,Below Average,,Attractive,,-0.62,Mildly Bearish,0.0,Not Rated,
544029,GANDHAR,INE717W01049,Oil,"Rs 1,723 Cr (Small Cap)",,Average,,Attractive,Negative,0.11,Mildly Bullish,40.0,Sell,Hold
544027,FEDFINA,INE007N01010,Non Banking Financial Company (NBFC),"Rs 3,822 Cr (Small Cap)",,Average,,Very Attractive,Positive,0,Sideways,57.0,Hold,Sell
544020,ESAFSFB,INE818W01011,Other Bank,"Rs 1,650 Cr (Small Cap)",,Average,,Very Expensive,Negative,0,Sideways,32.0,Sell,Strong Sell
544014,HONASA,INE0J5401028,FMCG,"Rs 10,313 Cr (Mid Cap)",,Average,,Very Expensive,Flat,-0.11,Mildly Bearish,35.0,Sell,Hold
544021,PROTEAN,INE004A01022,Computers - Software & Consulting,"Rs 3,842 Cr (Small Cap)",,Average,,Very Expensive,Flat,-1.25,Bearish,30.0,Sell,Hold
543983,EMSLIMITED,INE0OV601013,Other Utilities,"Rs 3,350 Cr (Small Cap)",,Average,,Expensive,Flat,-0.89,Mildly Bearish,37.0,Sell,Hold
544011,,INE0Q6901013,Diversified Commercial Services,Rs 29 Cr (Micro Cap),,Below Average,,Very Attractive,,0.33,Mildly Bullish,0.0,Not Rated,
544042,BAJEL,INE0KQN01018,Heavy Electrical Equipment,"Rs 2,495 Cr (Small Cap)",,Average,,Very Expensive,Flat,-0.22,Mildly Bearish,35.0,Sell,Hold
507998,,INE657D01021,Auto Components & Equipments,Rs 140 Cr (Micro Cap),3,Below Average,1,Attractive,Positive,-0.2,Mildly Bearish,34.0,Sell,Strong Sell
544037,,INE0P9J01013,Castings & Forgings,"Rs 1,727 Cr (Small Cap)",,Average,,Very Expensive,,0.23,Mildly Bullish,0.0,Not Rated,
543996,UDS,INE851I01011,Diversified Commercial Services,"Rs 2,051 Cr (Small Cap)",,Average,,Attractive,Flat,-0.22,Mildly Bearish,42.0,Sell,Hold
544035,,INE0RDR01012,Plastic Products - Industrial,Rs 84 Cr (Micro Cap),,Below Average,,Expensive,,-1.07,Bearish,0.0,Not Rated,
544036,,INE0RDM01013,Specialty Chemicals,Rs 166 Cr (Micro Cap),,Below Average,,Very Attractive,,1.23,Bullish,0.0,Not Rated,
544025,,INE0PP401015,Industrial Manufacturing,Rs 16 Cr (Micro Cap),,Below Average,,Fair,,-0.67,Mildly Bearish,0.0,Not Rated,
535431,,INE168O01026,Capital Markets,Rs 17 Cr (Micro Cap),-99999,Does not qualify,-2,Risky,Flat,-0.33,Mildly Bearish,0.0,Not Rated,Sell
500290,MRF,INE883A01011,Tyres & Rubber Products,"Rs 58,943 Cr (Large Cap)",2,Good,-1,Expensive,Flat,1.17,Bullish,67.0,Hold,Sell
544052,,INE0Q2Z01013,Computers - Software & Consulting,Rs 20 Cr (Micro Cap),,Below Average,,Very Attractive,,-0.33,Mildly Bearish,0.0,Not Rated,
544046,INOXINDIA,INE616N01034,Other Industrial Products,"Rs 11,239 Cr (Mid Cap)",,Good,,Very Expensive,Positive,0.39,Mildly Bullish,48.0,Sell,Hold
544047,,INE0QSK01017,Other Industrial Products,Rs 298 Cr (Micro Cap),,Average,,Very Expensive,,-0.13,Mildly Bearish,0.0,Not Rated,
544055,MUTHOOTMF,INE046W01019,Finance,"Rs 2,177 Cr (Small Cap)",,Average,,Very Expensive,Very Negative,-0.56,Mildly Bearish,24.0,Strong Sell,Sell
544058,MUFTI,INE220Q01020,Garments & Apparels,"Rs 1,116 Cr (Small Cap)",,Good,,Very Attractive,Flat,-0.17,Mildly Bearish,52.0,Hold,Sell
544045,DOMS,INE321T01012,Miscellaneous,"Rs 14,718 Cr (Mid Cap)",,Excellent,,Very Expensive,Positive,0.06,Sideways,61.0,Hold,Buy
544056,,INE0PSJ01011,Transport Services,Rs 12 Cr (Micro Cap),,Below Average,,Risky,,,Does not qualify,0.0,Not Rated,
544044,INDIASHLTR,INE922K01024,Housing Finance Company,"Rs 9,497 Cr (Mid Cap)",,Good,,Fair,Very Positive,1.39,Bullish,74.0,Buy,Strong Buy
544054,SURAJEST,INE843S01025,Realty,"Rs 1,816 Cr (Small Cap)",,Average,,Expensive,Flat,0.39,Mildly Bullish,52.0,Hold,Sell
544030,FLAIR,INE00Y201027,Miscellaneous,"Rs 2,783 Cr (Small Cap)",,Average,,Fair,Flat,-0.11,Mildly Bearish,45.0,Sell,Hold
544061,AZAD,INE02IJ01035,Heavy Electrical Equipment,"Rs 10,436 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,1.39,Bullish,70.0,Buy,Hold
544057,HAPPYFORGE,INE330T01021,Castings & Forgings,"Rs 8,934 Cr (Mid Cap)",,Good,,Very Expensive,Flat,0.06,Sideways,48.0,Sell,Hold
544059,,INE0QZQ01019,Garments & Apparels,Rs 104 Cr (Micro Cap),,Average,,Fair,,-0.73,Mildly Bearish,0.0,Not Rated,
544067,INNOVACAP,INE0DUT01020,Pharmaceuticals & Biotechnology,"Rs 5,076 Cr (Mid Cap)",,Good,,Fair,Flat,0.56,Mildly Bullish,62.0,Hold,Buy
544072,,INE0QFT01015,Plastic Products - Industrial,Rs 46 Cr (Micro Cap),,Below Average,,Very Expensive,,-1.17,Bearish,0.0,Not Rated,
533155,JUBLFOOD,INE797F01020,Leisure Services,"Rs 45,371 Cr (Large Cap)",3,Average,-1,Fair,Flat,1.06,Bullish,62.0,Hold,Sell
519224,WILLAMAGOR,INE210A01017,Non Banking Financial Company (NBFC),Rs 33 Cr (Micro Cap),-99997,Below Average,-2,Risky,Positive,-0.28,Mildly Bearish,23.0,Strong Sell,Sell
532742,,INE111F01016,Specialty Chemicals,"Rs 1,352 Cr (Small Cap)",14,Average,1,Very Expensive,Negative,-1.13,Bearish,21.0,Strong Sell,Sell
544074,,INE0RNZ01014,Industrial Manufacturing,Rs 88 Cr (Micro Cap),,Below Average,,Expensive,,-0.67,Mildly Bearish,0.0,Not Rated,
544066,SUNCLAY,INE0Q3R01026,Auto Components & Equipments,"Rs 4,954 Cr (Small Cap)",,Average,,Expensive,Flat,-0.11,Mildly Bearish,37.0,Sell,Strong Sell
544079,DIGIDRIVE,INE0PSC01024,E-Retail/ E-Commerce,Rs 122 Cr (Micro Cap),,Average,,Does not qualify,Positive,-0.33,Mildly Bearish,43.0,Sell,Hold
544080,,INE0MGS01014,Hotels & Resorts,Rs 356 Cr (Micro Cap),,Below Average,,Very Expensive,Flat,0.33,Mildly Bullish,37.0,Sell,Hold
544082,,INE0GEN01012,Auto Components & Equipments,Rs 105 Cr (Micro Cap),,Average,,Fair,,-0.33,Mildly Bearish,0.0,Not Rated,
544083,,INE0QIS01011,Iron & Steel Products,Rs 34 Cr (Micro Cap),,Below Average,,Expensive,,-0.03,Sideways,0.0,Not Rated,
544073,,INE0A6N01026,Diversified consumer products,Rs 234 Cr (Micro Cap),,Average,,Very Expensive,,0.23,Mildly Bullish,0.0,Not Rated,
523391,NAHARPOLY,INE308A01027,Packaging,Rs 909 Cr (Micro Cap),84,Average,1,Fair,Very Positive,0.56,Mildly Bullish,67.0,Hold,Sell
544081,JYOTICNC,INE980O01024,Industrial Manufacturing,"Rs 28,542 Cr (Large Cap)",,Good,,Very Expensive,Very Positive,1.44,Bullish,77.0,Buy,Hold
544090,,INE07G501017,Hotels & Resorts,Rs 238 Cr (Micro Cap),,Good,,Expensive,Negative,-0.07,Sideways,41.0,Sell,Hold
544106,,INE0R5Z01015,FMCG,Rs 124 Cr (Micro Cap),,Average,,Very Attractive,Flat,-0.07,Sideways,51.0,Hold,Sell
544088,MEDIASSIST,INE456Z01021,Insurance,"Rs 3,492 Cr (Small Cap)",,Good,,Very Expensive,Negative,-0.06,Sideways,34.0,Sell,Hold
544091,,INE0Q1R01012,Commercial Services & Supplies,Rs 301 Cr (Micro Cap),,Below Average,,Very Expensive,,0.1,Sideways,0.0,Not Rated,
544100,NOVAAGRI,INE02H701025,Fertilizers,Rs 481 Cr (Micro Cap),,Average,,Attractive,Flat,-0.22,Mildly Bearish,42.0,Sell,Hold
544105,,INE0OLZ01015,Other Agricultural Products,Rs 122 Cr (Micro Cap),,Average,,Very Attractive,,0.13,Mildly Bullish,0.0,Not Rated,
544095,EPACK,INE0G5901015,Electronics & Appliances,"Rs 3,519 Cr (Small Cap)",,Average,,Expensive,Very Positive,-0.72,Mildly Bearish,51.0,Hold,Sell
544107,BLSE,INE0NLT01010,Computers - Software & Consulting,"Rs 1,928 Cr (Small Cap)",,Average,,Expensive,Very Positive,-0.06,Sideways,54.0,Hold,Sell
544094,,INE0PYT01018,Computers - Software & Consulting,Rs 15 Cr (Micro Cap),,Below Average,,Very Attractive,,0.17,Mildly Bullish,0.0,Not Rated,
544101,,INE0Q6L01014,IT - Hardware,Rs 23 Cr (Micro Cap),,Below Average,,Attractive,,-0.6,Mildly Bearish,0.0,Not Rated,
531225,XTGLOBAL,INE547B01028,Computers - Software & Consulting,Rs 461 Cr (Micro Cap),-99997,Below Average,-2,Attractive,Flat,-1,Bearish,28.0,Strong Sell,Sell
538734,,INE016Q01014,Computers - Software & Consulting,"Rs 2,564 Cr (Small Cap)",62,Average,-1,Very Expensive,Outstanding,0.4,Mildly Bullish,68.0,Hold,Buy
531176,,INE186C01023,Capital Markets,Rs 65 Cr (Micro Cap),-99997,Below Average,-2,Risky,Very Negative,-1.13,Bearish,1.0,Strong Sell,Sell
544111,PARKHOTELS,INE988S01028,Hotels & Resorts,"Rs 3,445 Cr (Small Cap)",,Good,,Very Expensive,Positive,-0.22,Mildly Bearish,48.0,Sell,Hold
544121,,INE0OYK01010,Construction,Rs 96 Cr (Micro Cap),,Below Average,,Very Expensive,,0.17,Mildly Bullish,0.0,Not Rated,
544112,,INE0QXV01014,Industrial Manufacturing,Rs 248 Cr (Micro Cap),,Average,,Very Attractive,Flat,-0.6,Mildly Bearish,45.0,Sell,Not Rated
544108,,INE0QZF01012,Other Industrial Products,Rs 46 Cr (Micro Cap),,Below Average,,Attractive,,0,Sideways,0.0,Not Rated,
544120,CAPITALSFB,INE646H01017,Other Bank,"Rs 1,326 Cr (Small Cap)",,Good,,Very Attractive,Flat,-0.11,Mildly Bearish,52.0,Hold,Buy
544119,RPTECH,INE0J1F01024,IT - Hardware,"Rs 2,062 Cr (Small Cap)",,Average,,Attractive,Positive,-0.11,Mildly Bearish,48.0,Sell,Hold
544118,JSFB,INE953L01027,Other Bank,"Rs 4,997 Cr (Small Cap)",,Good,,Attractive,Negative,1.11,Bullish,57.0,Hold,Sell
544117,SIGNPOST,INE0KGZ01021,Media & Entertainment,"Rs 1,065 Cr (Small Cap)",,Average,,Very Expensive,Negative,-1.5,Bearish,21.0,Strong Sell,Sell
544122,ENTERO,INE010601016,Retailing,"Rs 5,368 Cr (Mid Cap)",,Average,,Attractive,Positive,-0.61,Mildly Bearish,48.0,Sell,Hold
534733,,INE175N01023,Iron & Steel Products,Rs 381 Cr (Micro Cap),-99997,Below Average,-2,Risky,Flat,-0.47,Mildly Bearish,17.0,Strong Sell,Sell
544124,VSTL,INE0QTF01015,Iron & Steel Products,Rs 290 Cr (Micro Cap),,Below Average,,Attractive,Flat,-0.67,Mildly Bearish,34.0,Sell,Strong Sell
500109,MRPL,INE103A01014,Oil,"Rs 24,712 Cr (Large Cap)",9,Average,3,Attractive,Flat,-0.28,Mildly Bearish,42.0,Sell,Hold
890193,SKIPPERPP,IN9439E01012,Engineering,Rs 381 Cr (Micro Cap),,Does not qualify,,Risky,,,Does not qualify,0.0,Not Rated,
544129,JUNIPER,INE696F01016,Hotels & Resorts,"Rs 6,927 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,-0.17,Mildly Bearish,47.0,Sell,Hold
544131,GPTHEALTH,INE486R01017,Hospital,"Rs 1,240 Cr (Small Cap)",,Good,,Very Attractive,Flat,-0.89,Mildly Bearish,52.0,Hold,Sell
544134,PLATIND,INE0PT501018,Specialty Chemicals,"Rs 1,563 Cr (Small Cap)",,Average,,Very Expensive,Negative,-0.06,Sideways,32.0,Sell,Strong Sell
544133,EXICOM,INE777F01014,Heavy Electrical Equipment,"Rs 2,263 Cr (Small Cap)",,Below Average,,Risky,Very Negative,0.06,Sideways,12.0,Strong Sell,Sell
533427,,INE932K01015,Transport Infrastructure,Rs 106 Cr (Micro Cap),-99997,Average,-2,Attractive,Flat,0.07,Sideways,48.0,Sell,Hold
544053,MOTISONS,INE0FRK01020,"Gems, Jewellery And Watches","Rs 1,665 Cr (Small Cap)",,Average,,Fair,Flat,-0.83,Mildly Bearish,40.0,Sell,Hold
544135,MUKKA,INE0CG401037,FMCG,Rs 931 Cr (Micro Cap),,Average,,Attractive,Negative,-0.89,Mildly Bearish,34.0,Sell,Strong Sell
890197,,IN9564C01011,Miscellaneous,Rs 5 Cr (Micro Cap),,Does not qualify,,Does not qualify,,-1.53,Bearish,0.0,Not Rated,
544140,GOPAL,INE0L9R01028,FMCG,"Rs 4,455 Cr (Small Cap)",,Good,,Expensive,Negative,0.22,Mildly Bullish,41.0,Sell,Hold
544137,INDUSINVIT,INE0NHL23019,Construction,"Rs 4,828 Cr (Small Cap)",,Below Average,,Expensive,Outstanding,-0.89,Mildly Bearish,40.0,Sell,Hold
544138,JGCHEM,INE0MB501011,Commodity Chemicals,"Rs 1,430 Cr (Small Cap)",,Average,,Very Attractive,Positive,-0.11,Mildly Bearish,51.0,Hold,Sell
544142,SCILAL,INE0PB301013,Non Banking Financial Company (NBFC),"Rs 2,576 Cr (Small Cap)",,Below Average,,Risky,Flat,0.22,Mildly Bullish,33.0,Sell,Strong Sell
544143,,INE0QQG01019,Healthcare Services,Rs 122 Cr (Micro Cap),,Average,,Very Attractive,,-0.07,Sideways,0.0,Not Rated,
544151,,INE0AH901011,FMCG,Rs 270 Cr (Micro Cap),,Average,,Fair,,-0.63,Mildly Bearish,0.0,Not Rated,
544139,,INE0M8R01011,"Gems, Jewellery And Watches",Rs 16 Cr (Micro Cap),,Below Average,,Risky,,0.17,Mildly Bullish,0.0,Not Rated,
544150,,INE0QVH01025,Heavy Electrical Equipment,"Rs 2,827 Cr (Small Cap)",,Average,,Very Expensive,,0.23,Mildly Bullish,0.0,Not Rated,
534600,JTLIND,INE391J01032,Iron & Steel Products,"Rs 2,694 Cr (Small Cap)",35,Good,-1,Fair,Negative,-0.61,Mildly Bearish,38.0,Sell,Hold
544149,KRYSTAL,INE0QN801017,Diversified Commercial Services,Rs 862 Cr (Micro Cap),,Average,,Attractive,Positive,-0.22,Mildly Bearish,48.0,Sell,Hold
532156,VAIBHAVGBL,INE884A01027,"Gems, Jewellery And Watches","Rs 4,277 Cr (Small Cap)",3,Average,2,Very Attractive,Positive,-0.33,Mildly Bearish,51.0,Hold,Sell
544156,,INE0QHY01011,Transport Services,Rs 8 Cr (Micro Cap),,Below Average,,Attractive,,-0.67,Mildly Bearish,0.0,Not Rated,
544171,,INE0RGM01016,Other Industrial Products,Rs 116 Cr (Micro Cap),,Average,,Very Expensive,,-0.4,Mildly Bearish,0.0,Not Rated,
544136,RKSWAMY,INE0NQ801033,Media & Entertainment,Rs 982 Cr (Micro Cap),,Good,,Attractive,Flat,-0.89,Mildly Bearish,50.0,Hold,Sell
544157,,INE0OMZ01013,Industrial Manufacturing,Rs 58 Cr (Micro Cap),,Below Average,,Very Expensive,,-0.5,Mildly Bearish,0.0,Not Rated,
544162,BHARTIHEXA,INE343G01021,Telecom - Services,"Rs 91,550 Cr (Large Cap)",,Good,,Very Expensive,Very Positive,1.28,Bullish,77.0,Buy,Hold
544158,SRM,INE0R6Z01013,Construction,"Rs 1,005 Cr (Small Cap)",,Average,,Attractive,Outstanding,1.5,Bullish,82.0,Strong Buy,Buy
544163,,INE0S0701019,Oil,Rs 56 Cr (Micro Cap),,Below Average,,Very Expensive,,1.1,Bullish,0.0,Not Rated,
544170,,INE0QXT01018,Electronics & Appliances,Rs 24 Cr (Micro Cap),,Below Average,,Fair,,-0.87,Mildly Bearish,0.0,Not Rated,
544167,JNKINDIA,INE0OAF01028,Industrial Manufacturing,"Rs 1,925 Cr (Small Cap)",,Good,,Very Expensive,Flat,-0.89,Mildly Bearish,42.0,Sell,Strong Sell
544165,,INE0SGR01013,FMCG,Rs 97 Cr (Micro Cap),,Below Average,,Very Expensive,,0.47,Mildly Bullish,0.0,Not Rated,
544160,,INE0MSS01019,FMCG,Rs 38 Cr (Micro Cap),,Below Average,,Very Expensive,,-0.13,Mildly Bearish,0.0,Not Rated,
544164,FAALCON,INE0Q9W01015,Industrial Manufacturing,Rs 35 Cr (Micro Cap),,Below Average,,Very Expensive,,-0.33,Mildly Bearish,0.0,Not Rated,
544169,,INE0QSB01016,Healthcare Services,Rs 36 Cr (Micro Cap),,Below Average,,Very Expensive,,-0.78,Mildly Bearish,0.0,Not Rated,
544174,TBOTEK,INE673O01025,"Tour, Travel Related Services","Rs 14,423 Cr (Mid Cap)",,Excellent,,Very Expensive,Flat,0.33,Mildly Bullish,50.0,Hold,Sell
544178,,INE0R4W01015,Garments & Apparels,Rs 26 Cr (Micro Cap),,Below Average,,Expensive,,0.33,Mildly Bullish,0.0,Not Rated,
526299,MPHASIS,INE356A01018,Computers - Software & Consulting,"Rs 47,922 Cr (Large Cap)",21,Good,0,Expensive,Positive,-0.39,Mildly Bearish,50.0,Hold,Sell
544173,,INE0QOQ01013,E-Retail/ E-Commerce,Rs 11 Cr (Micro Cap),,Below Average,,Risky,,-0.44,Mildly Bearish,0.0,Not Rated,
544166,,INE0SDC01012,Auto Components & Equipments,Rs 168 Cr (Micro Cap),,Average,,Very Expensive,,0.07,Sideways,0.0,Not Rated,
544181,AWFIS,INE108V01019,Diversified Commercial Services,"Rs 4,992 Cr (Small Cap)",,Average,,Very Expensive,Positive,0.33,Mildly Bullish,41.0,Sell,Hold
544176,AADHARHFC,INE883F01010,Housing Finance Company,"Rs 19,187 Cr (Mid Cap)",,Average,,Fair,Positive,0.44,Mildly Bullish,61.0,Hold,Buy
544188,,INE0QZ901011,"Furniture, Home Furnishing",Rs 11 Cr (Micro Cap),,Below Average,,Risky,,-0.6,Mildly Bearish,0.0,Not Rated,
544195,,INE0S0I01011,Garments & Apparels,Rs 45 Cr (Micro Cap),,Below Average,,Very Expensive,,-0.93,Mildly Bearish,0.0,Not Rated,
544141,,INE510U01018,Capital Markets,Rs 250 Cr (Micro Cap),,Below Average,,Attractive,,-0.07,Sideways,0.0,Not Rated,
544186,,INE0TT901016,Industrial Manufacturing,Rs 982 Cr (Micro Cap),,Average,,Very Expensive,Flat,-0.67,Mildly Bearish,35.0,Sell,Not Rated
544185,,INE257C01014,Industrial Manufacturing,Rs 82 Cr (Micro Cap),,Below Average,,Does not qualify,Flat,-0.6,Mildly Bearish,20.0,Strong Sell,Not Rated
544183,,INE0RIQ01013,Other Industrial Products,Rs 18 Cr (Micro Cap),,Below Average,,Fair,,,Does not qualify,0.0,Not Rated,
544189,,INE0QUV01010,Computers - Software & Consulting,Rs 132 Cr (Micro Cap),,Average,,Attractive,,0.47,Mildly Bullish,0.0,Not Rated,
544192,IXIGO,INE0HV901016,"Tour, Travel Related Services","Rs 6,959 Cr (Mid Cap)",,Average,,Very Expensive,Very Positive,1.61,Bullish,70.0,Buy,Hold
544144,PVSL,INE772T01024,Automobiles,Rs 867 Cr (Micro Cap),,Average,,Attractive,Negative,0,Sideways,40.0,Sell,Strong Sell
544190,,INE0R7D01018,Computers - Software & Consulting,Rs 16 Cr (Micro Cap),,Below Average,,Very Expensive,,-0.06,Sideways,0.0,Not Rated,
